name,company,for_gender,rating,number_votes,main accords,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Soleil Blanc,Tom Ford,for women and men,4.17,1965.0,"{'coconut': 100.0, 'white floral': 96.7936, 'sweet': 92.3339, 'amber': 81.9355, 'tuberose': 80.4677, 'yellow floral': 79.4516, 'vanilla': 71.1532, 'woody': 69.2113, 'warm spicy': 65.6549, 'nutty': 57.6387}","['Pistachio', 'Bergamot', 'Cardamom', 'Pink Pepper']","['Tuberose', 'Ylang-Ylang', 'Jasmine']","['Coconut', 'Amber', 'Tonka Bean', 'Benzoin']","{'very weak': 66, 'weak': 78, 'moderate': 192, 'long lasting': 166, 'eternal': 113}","{'intimate': 156, 'moderate': 361, 'strong': 224, 'enormous': 260}","{'female': 53, 'more female': 40, 'unisex': 42, 'more male': 3, 'male': 0}","{'way overpriced': 32, 'overpriced': 53, 'ok': 24, 'good value': 6, 'great value': 3}"
Secret de Rochas Rose Intense,Rochas,for women,4.01,151.0,"{'fruity': 100.0, 'rose': 89.4594, 'sweet': 68.1621, 'floral': 64.8648, 'tropical': 64.4324, 'patchouli': 59.7297, 'earthy': 57.027, 'musky': 57.027, 'woody': 54.3243, 'powdery': 53.8378}","['May Rose', 'Passionfruit', 'Peach']","['Red Rose', 'Green Leaves', 'Osmanthus']","['Patchouli', 'Musk', 'Moss', 'Amber']","{'very weak': 9, 'weak': 6, 'moderate': 29, 'long lasting': 11, 'eternal': 5}","{'intimate': 25, 'moderate': 39, 'strong': 18, 'enormous': 37}","{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 1}"
Jasmin et Cigarette,Etat Libre d'Orange,for women,3.78,1467.0,"{'white floral': 100.0, 'tobacco': 87.1696, 'sweet': 72.7943, 'green': 53.8803, 'fruity': 51.9514, 'fresh spicy': 51.9252, 'powdery': 50.7644, 'musky': 48.8529, 'herbal': 44.5935}",[],"['Jasmine', 'Tobacco', 'Apricot', 'Hay', 'Musk', 'Cedar', 'Cumin', 'Tonka Bean', 'Amber']",[],"{'very weak': 28, 'weak': 48, 'moderate': 137, 'long lasting': 74, 'eternal': 34}","{'intimate': 89, 'moderate': 208, 'strong': 108, 'enormous': 84}","{'female': 9, 'more female': 16, 'unisex': 32, 'more male': 2, 'male': 1}","{'way overpriced': 1, 'overpriced': 4, 'ok': 26, 'good value': 7, 'great value': 1}"
En Passant,Frederic Malle,for women,4.23,1880.0,"{'floral': 100.0, 'fresh': 79.3291, 'aquatic': 78.9521, 'green': 65.0957, 'ozonic': 52.8308}",[],"['Lilac', 'Watery Notes', 'Cucumber', 'Wheat', 'Petitgrain']",[],"{'very weak': 53, 'weak': 76, 'moderate': 182, 'long lasting': 87, 'eternal': 32}","{'intimate': 190, 'moderate': 259, 'strong': 112, 'enormous': 128}","{'female': 39, 'more female': 25, 'unisex': 10, 'more male': 1, 'male': 0}","{'way overpriced': 16, 'overpriced': 27, 'ok': 21, 'good value': 1, 'great value': 0}"
Club de Nuit Intense Man,Armaf,for men,4.26,5084.0,"{'citrus': 100.0, 'fruity': 79.7397, 'leather': 72.0658, 'smoky': 63.6527, 'woody': 58.556, 'sweet': 55.2917, 'fresh': 54.5524, 'aromatic': 54.2654, 'musky': 45.3652, 'tropical': 44.1621}","['Lemon', 'Pineapple', 'Black Currant', 'Bergamot', 'Apple']","['Birch', 'Jasmine', 'Rose']","['Musk', 'Ambergris', 'Patchouli', 'Vanilla']","{'very weak': 148, 'weak': 191, 'moderate': 802, 'long lasting': 1815, 'eternal': 558}","{'intimate': 318, 'moderate': 1343, 'strong': 1685, 'enormous': 616}","{'female': 3, 'more female': 2, 'unisex': 21, 'more male': 95, 'male': 607}","{'way overpriced': 15, 'overpriced': 20, 'ok': 72, 'good value': 214, 'great value': 398}"
Explorer,Montblanc,for men,4.19,2442.0,"{'woody': 100.0, 'citrus': 97.4282, 'amber': 88.7308, 'aromatic': 86.346, 'musky': 73.2064, 'fresh spicy': 63.7141, 'oud': 63.499, 'soft spicy': 59.141, 'warm spicy': 58.9632, 'earthy': 56.1857}","['Bergamot', 'Pink Pepper', 'Clary Sage']","['Haitian Vetiver', 'Leather']","['Ambroxan', 'Akigalawood', 'Indonesian Patchouli Leaf', 'Cacao Pod']","{'very weak': 119, 'weak': 183, 'moderate': 587, 'long lasting': 604, 'eternal': 106}","{'intimate': 318, 'moderate': 1024, 'strong': 375, 'enormous': 252}","{'female': 3, 'more female': 1, 'unisex': 14, 'more male': 98, 'male': 429}","{'way overpriced': 10, 'overpriced': 23, 'ok': 139, 'good value': 286, 'great value': 88}"
Toy Boy,Moschino,for men,4.1,1551.0,"{'rose': 100.0, 'floral': 85.9767, 'musky': 74.7313, 'woody': 71.0993, 'soft spicy': 70.1073, 'fresh spicy': 64.5341, 'aromatic': 63.4299, 'amber': 63.2746, 'citrus': 59.5347, 'sweet': 56.4851}","['Pink Pepper', 'Pear', 'Indonesian Nutmeg', 'elemi', 'Bergamot']","['Rose', 'Magnolia', 'Clove', 'Flax']","['Haitian Vetiver', 'Cashmeran', 'Sylkolide', 'Amber', 'Sandalwood']","{'very weak': 52, 'weak': 57, 'moderate': 196, 'long lasting': 542, 'eternal': 185}","{'intimate': 128, 'moderate': 367, 'strong': 562, 'enormous': 280}","{'female': 17, 'more female': 36, 'unisex': 314, 'more male': 162, 'male': 69}","{'way overpriced': 15, 'overpriced': 33, 'ok': 165, 'good value': 237, 'great value': 71}"
Idôle,Lancome,for women,3.58,3137.0,"{'rose': 100.0, 'musky': 87.1053, 'fruity': 80.4737, 'sweet': 73.3509, 'white floral': 70.9561, 'powdery': 67.0693, 'floral': 62.986, 'citrus': 58.7982, 'aquatic': 56.9193, 'fresh': 54.2851}","['Pear', 'Bergamot']","['Turkish Rose', 'Rose de Mai', 'Indian Jasmine']","['White Musk', 'Vanilla']","{'very weak': 123, 'weak': 181, 'moderate': 437, 'long lasting': 274, 'eternal': 157}","{'intimate': 308, 'moderate': 622, 'strong': 435, 'enormous': 453}","{'female': 324, 'more female': 21, 'unisex': 9, 'more male': 0, 'male': 2}","{'way overpriced': 33, 'overpriced': 129, 'ok': 114, 'good value': 21, 'great value': 8}"
Pure Musc For Her,Narciso Rodriguez,for women,4.08,2500.0,"{'musky': 100.0, 'floral': 82.3365, 'powdery': 72.6869, 'woody': 54.5981}",['Musk'],['Flowers'],['Cashmeran'],"{'very weak': 82, 'weak': 100, 'moderate': 354, 'long lasting': 290, 'eternal': 164}","{'intimate': 246, 'moderate': 522, 'strong': 334, 'enormous': 279}","{'female': 209, 'more female': 59, 'unisex': 51, 'more male': 1, 'male': 1}","{'way overpriced': 17, 'overpriced': 39, 'ok': 167, 'good value': 49, 'great value': 9}"
La Belle,Jean Paul Gaultier,for women,4.14,1544.0,"{'vanilla': 100.0, 'fruity': 84.4937, 'sweet': 80.3291, 'aquatic': 59.0633, 'aromatic': 53.481, 'woody': 53.481, 'fresh': 51.7975, 'powdery': 51.0, 'earthy': 50.1266}",['Pear'],['Vetiver'],['Vanilla'],"{'very weak': 42, 'weak': 58, 'moderate': 183, 'long lasting': 286, 'eternal': 147}","{'intimate': 101, 'moderate': 313, 'strong': 357, 'enormous': 289}","{'female': 243, 'more female': 26, 'unisex': 8, 'more male': 1, 'male': 1}","{'way overpriced': 18, 'overpriced': 49, 'ok': 124, 'good value': 40, 'great value': 13}"
Mémoire d’une Odeur,Gucci,for women and men,3.6,2551.0,"{'herbal': 100.0, 'woody': 81.4752, 'musky': 77.0608, 'floral': 76.5721, 'powdery': 76.312, 'aromatic': 61.3975, 'white floral': 61.2162, 'almond': 56.6442, 'fresh spicy': 47.5, 'sweet': 46.6329}","['Chamomile', 'Bitter Almond']","['Musk', 'Indian Jasmine', 'Jasmine']","['Sandalwood', 'Cedar', 'Vanilla']","{'very weak': 127, 'weak': 177, 'moderate': 302, 'long lasting': 161, 'eternal': 71}","{'intimate': 418, 'moderate': 402, 'strong': 213, 'enormous': 274}","{'female': 42, 'more female': 56, 'unisex': 200, 'more male': 6, 'male': 0}","{'way overpriced': 25, 'overpriced': 42, 'ok': 121, 'good value': 55, 'great value': 9}"
Armani Code Absolu,Giorgio Armani,for men,4.32,1360.0,"{'vanilla': 100.0, 'sweet': 59.7095, 'powdery': 58.9316, 'amber': 50.478, 'citrus': 49.2127, 'fresh spicy': 49.0956, 'leather': 47.91, 'musky': 46.3543, 'woody': 44.5267}","['Green Mandarin', 'Apple']","['Nutmeg', 'Orange Blossom', 'Carrot Seeds']","['Vanilla', 'Tonka Bean', 'Suede', 'Woody Notes']","{'very weak': 53, 'weak': 41, 'moderate': 136, 'long lasting': 540, 'eternal': 107}","{'intimate': 74, 'moderate': 320, 'strong': 522, 'enormous': 200}","{'female': 1, 'more female': 4, 'unisex': 35, 'more male': 106, 'male': 130}","{'way overpriced': 8, 'overpriced': 44, 'ok': 134, 'good value': 56, 'great value': 7}"
Instant Crush,Mancera,for women and men,4.13,814.0,"{'warm spicy': 100.0, 'woody': 88.8951, 'amber': 65.8642, 'vanilla': 63.4156, 'powdery': 60.0597, 'citrus': 53.8807, 'musky': 48.1482, 'rose': 46.1317, 'leather': 45.786, 'earthy': 44.9506}","['Saffron', 'Ginger', 'Sicilian Mandarin', 'Sicilian Bergamot']","['Amberwood', 'Moroccan Rose', 'Egyptian Jasmine', 'Indonesian Patchouli Leaf']","['Madagascar Vanilla', 'Sandalwood', 'White Musk', 'Oakmoss']","{'very weak': 42, 'weak': 44, 'moderate': 76, 'long lasting': 185, 'eternal': 265}","{'intimate': 103, 'moderate': 204, 'strong': 346, 'enormous': 335}","{'female': 33, 'more female': 43, 'unisex': 170, 'more male': 19, 'male': 7}","{'way overpriced': 7, 'overpriced': 29, 'ok': 101, 'good value': 79, 'great value': 18}"
Mon Guerlain Eau de Parfum Intense,Guerlain,for women,4.26,1097.0,"{'vanilla': 100.0, 'woody': 76.8716, 'lavender': 69.5954, 'aromatic': 68.8314, 'balsamic': 67.6855, 'sweet': 66.3206, 'powdery': 66.2694, 'warm spicy': 63.9309, 'patchouli': 50.4964, 'soft spicy': 50.2076}","['Lavender', 'Mandarin Orange', 'Bergamot']","['Tahitian Vanilla', 'Madagascar Vanilla', 'iris', 'Jasmine Sambac', 'Rose']","['Coumarin', 'Patchouli', 'Licorice', 'Benzoin', 'Australian Sandalwood', 'White Musk']","{'very weak': 38, 'weak': 37, 'moderate': 115, 'long lasting': 199, 'eternal': 81}","{'intimate': 76, 'moderate': 226, 'strong': 227, 'enormous': 197}","{'female': 114, 'more female': 22, 'unisex': 14, 'more male': 0, 'male': 1}","{'way overpriced': 7, 'overpriced': 16, 'ok': 77, 'good value': 25, 'great value': 7}"
Sì Fiori,Giorgio Armani,for women,4.12,1302.0,"{'vanilla': 100.0, 'fruity': 88.8703, 'citrus': 84.8284, 'powdery': 69.3055, 'rose': 67.7824, 'musky': 66.6109, 'woody': 64.423, 'floral': 64.0481, 'soft spicy': 55.5544, 'white floral': 53.6506}","['Black Currant', 'Green Mandarin']","['Neroli', 'Rose', 'Patchouli', 'Oakmoss']","['Vanilla', 'White Musk']","{'very weak': 40, 'weak': 54, 'moderate': 169, 'long lasting': 156, 'eternal': 65}","{'intimate': 112, 'moderate': 265, 'strong': 184, 'enormous': 177}","{'female': 126, 'more female': 7, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 27, 'ok': 75, 'good value': 13, 'great value': 1}"
Gabrielle Essence,Chanel,for women,4.02,1109.0,"{'white floral': 100.0, 'citrus': 62.4675, 'fruity': 56.7208, 'sweet': 55.6534, 'woody': 51.0674, 'tuberose': 50.7792, 'yellow floral': 49.3182, 'animalic': 47.6583, 'powdery': 47.2809, 'fresh': 46.4205}","['Citruses', 'Peach', 'Red Fruits', 'Petitgrain', 'Black Currant']","['White Flowers', 'Tuberose', 'Ylang-Ylang', 'Jasmine', 'Orange Blossom', 'Coconut']","['Musk', 'Sandalwood', 'Vanilla']","{'very weak': 39, 'weak': 56, 'moderate': 155, 'long lasting': 137, 'eternal': 46}","{'intimate': 96, 'moderate': 259, 'strong': 175, 'enormous': 201}","{'female': 95, 'more female': 17, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 26, 'overpriced': 40, 'ok': 30, 'good value': 10, 'great value': 2}"
Emporio Armani Stronger With You Intensely ,Giorgio Armani,for men,4.12,984.0,"{'vanilla': 100.0, 'sweet': 97.2501, 'amber': 68.8395, 'cinnamon': 64.9852, 'warm spicy': 64.0957, 'aromatic': 62.9987, 'powdery': 59.641, 'caramel': 50.7539, 'soft spicy': 49.9979, 'musky': 44.7056}","['Pink Pepper', 'Juniper', 'Violet']","['Toffee', 'Cinnamon', 'Lavender', 'Sage']","['Vanilla', 'Tonka Bean', 'Amber', 'Suede']","{'very weak': 30, 'weak': 35, 'moderate': 110, 'long lasting': 368, 'eternal': 157}","{'intimate': 70, 'moderate': 223, 'strong': 412, 'enormous': 198}","{'female': 1, 'more female': 2, 'unisex': 77, 'more male': 89, 'male': 70}","{'way overpriced': 1, 'overpriced': 32, 'ok': 126, 'good value': 31, 'great value': 16}"
Bentley for Men Intense,Bentley,for men,4.21,3588.0,"{'woody': 100.0, 'warm spicy': 95.4454, 'amber': 84.9208, 'rum': 68.7459, 'smoky': 65.8381, 'fresh spicy': 65.2578, 'leather': 59.757, 'balsamic': 56.0436, 'aromatic': 49.3637, 'cinnamon': 48.5519}","['Black Pepper', 'Bay Leaf', 'Bergamot']","['Rum', 'Woody Notes', 'Cinnamon', 'Clary Sage', 'African Geranium']","['Incense', 'Leather', 'Benzoin', 'Patchouli', 'Cedar']","{'very weak': 90, 'weak': 119, 'moderate': 352, 'long lasting': 1248, 'eternal': 463}","{'intimate': 216, 'moderate': 771, 'strong': 1240, 'enormous': 452}","{'female': 3, 'more female': 3, 'unisex': 23, 'more male': 60, 'male': 451}","{'way overpriced': 4, 'overpriced': 14, 'ok': 36, 'good value': 144, 'great value': 313}"
Si,Giorgio Armani,for women,3.77,11219.0,"{'woody': 100.0, 'vanilla': 98.1549, 'aromatic': 85.8365, 'soft spicy': 84.4019, 'fruity': 78.3917, 'green': 77.6168, 'patchouli': 71.2328, 'floral': 70.1631, 'rose': 66.6381, 'earthy': 65.1053}",['Cassis'],"['May Rose', 'Freesia']","['Vanilla', 'Patchouli', 'Ambroxan', 'Woody Notes']","{'very weak': 148, 'weak': 228, 'moderate': 917, 'long lasting': 1370, 'eternal': 559}","{'intimate': 460, 'moderate': 1446, 'strong': 1200, 'enormous': 704}","{'female': 312, 'more female': 32, 'unisex': 11, 'more male': 2, 'male': 0}","{'way overpriced': 14, 'overpriced': 66, 'ok': 177, 'good value': 51, 'great value': 8}"
Intense Cafe,Montale,for women and men,4.05,4055.0,"{'rose': 100.0, 'vanilla': 90.916, 'coffee': 81.0148, 'floral': 75.643, 'powdery': 66.2746, 'warm spicy': 60.6089, 'musky': 59.4836, 'amber': 51.7198, 'sweet': 45.1316}",['Floral Notes'],"['Rose', 'Coffee']","['Vanila', 'White Musk', 'Amber']","{'very weak': 85, 'weak': 71, 'moderate': 221, 'long lasting': 531, 'eternal': 726}","{'intimate': 163, 'moderate': 462, 'strong': 842, 'enormous': 680}","{'female': 114, 'more female': 95, 'unisex': 122, 'more male': 6, 'male': 2}","{'way overpriced': 16, 'overpriced': 31, 'ok': 137, 'good value': 83, 'great value': 27}"
Jazz Club,Maison Martin Margiela,for men,4.22,2539.0,"{'tobacco': 100.0, 'rum': 89.9225, 'sweet': 89.2444, 'vanilla': 85.082, 'woody': 69.0811, 'soft spicy': 61.7139, 'aromatic': 60.4203, 'amber': 53.9941, 'warm spicy': 47.38, 'powdery': 46.5246}","['Pink Pepper', 'Neroli', 'Lemon']","['Rum', 'Clary Sage', 'Java vetiver oil']","['Tobacco Leaf', 'vanilla bean', 'Styrax']","{'very weak': 68, 'weak': 74, 'moderate': 303, 'long lasting': 402, 'eternal': 84}","{'intimate': 151, 'moderate': 636, 'strong': 264, 'enormous': 186}","{'female': 1, 'more female': 6, 'unisex': 129, 'more male': 109, 'male': 67}","{'way overpriced': 19, 'overpriced': 73, 'ok': 135, 'good value': 34, 'great value': 3}"
Invictus,Paco Rabanne,for men,3.58,5354.0,"{'citrus': 100.0, 'marine': 86.3225, 'aromatic': 85.3749, 'fresh spicy': 73.8753, 'woody': 60.5896, 'salty': 54.4578, 'amber': 54.1105, 'white floral': 49.3976, 'camphor': 47.3636, 'aquatic': 46.5351}","['Sea Notes', 'Grapefruit', 'Mandarin Orange']","['Bay Leaf', 'Jasmine']","['Ambergris', 'Guaiac Wood', 'Oakmoss', 'Patchouli']","{'very weak': 87, 'weak': 151, 'moderate': 580, 'long lasting': 997, 'eternal': 386}","{'intimate': 197, 'moderate': 962, 'strong': 969, 'enormous': 366}","{'female': 4, 'more female': 2, 'unisex': 24, 'more male': 85, 'male': 188}","{'way overpriced': 13, 'overpriced': 41, 'ok': 132, 'good value': 61, 'great value': 10}"
Encre Noire Sport,Lalique,for men,4.25,2622.0,"{'woody': 100.0, 'aromatic': 95.5987, 'citrus': 72.3696, 'fresh spicy': 71.2632, 'earthy': 53.8344, 'aquatic': 51.4453, 'musky': 45.5529}","['Grapefruit', 'Bergamot', 'Nutmeg']","['Cypress', 'Watery Notes', 'Lavender']","['Bourbon Vetiver', 'Haitian Vetiver', 'Cashmere Wood', 'Musk']","{'very weak': 71, 'weak': 90, 'moderate': 503, 'long lasting': 634, 'eternal': 138}","{'intimate': 215, 'moderate': 967, 'strong': 365, 'enormous': 209}","{'female': 2, 'more female': 0, 'unisex': 18, 'more male': 50, 'male': 176}","{'way overpriced': 2, 'overpriced': 4, 'ok': 23, 'good value': 71, 'great value': 142}"
Dior Homme Cologne 2013,Christian Dior,for men,4.42,4184.0,"{'citrus': 100.0, 'white floral': 56.1832, 'fresh spicy': 55.6489, 'musky': 52.9609, 'powdery': 46.6102, 'aromatic': 45.3893}",['Calabrian bergamot'],['Grapefruit blossom'],['Musk'],"{'very weak': 182, 'weak': 254, 'moderate': 871, 'long lasting': 431, 'eternal': 109}","{'intimate': 556, 'moderate': 1090, 'strong': 276, 'enormous': 193}","{'female': 1, 'more female': 2, 'unisex': 93, 'more male': 41, 'male': 41}","{'way overpriced': 10, 'overpriced': 63, 'ok': 61, 'good value': 19, 'great value': 3}"
Oajan,Parfums de Marly,for women and men,4.44,1607.0,"{'amber': 100.0, 'warm spicy': 91.9151, 'vanilla': 89.3651, 'cinnamon': 75.6655, 'honey': 73.7653, 'sweet': 72.5946, 'floral': 58.4107, 'balsamic': 53.6786, 'musky': 46.7338, 'powdery': 46.3415}","['Cinnamon', 'Honey', 'Osmanthus']","['Benzoin', 'Ambergris', 'Labdanum', 'Artemisia']","['Tonka Bean', 'Vanila', 'Patchouli', 'Musk']","{'very weak': 43, 'weak': 43, 'moderate': 109, 'long lasting': 226, 'eternal': 423}","{'intimate': 85, 'moderate': 279, 'strong': 336, 'enormous': 442}","{'female': 4, 'more female': 4, 'unisex': 77, 'more male': 43, 'male': 13}","{'way overpriced': 14, 'overpriced': 38, 'ok': 61, 'good value': 12, 'great value': 2}"
Tobacco Oud,Tom Ford,for women and men,4.18,2073.0,"{'warm spicy': 100.0, 'tobacco': 97.6626, 'woody': 91.4653, 'whiskey': 88.9741, 'oud': 72.4429, 'sweet': 65.9919, 'amber': 53.9741, 'balsamic': 49.9181, 'patchouli': 46.6081}",['Whiskey'],"['Spicy Notes', 'Cinnamon', 'Coriander']","['Tobacco', 'Agarwood (Oud)', 'Sandalwood', 'Patchouli', 'Incense', 'Benzoin', 'Vanilla', 'Cedar']","{'very weak': 36, 'weak': 44, 'moderate': 154, 'long lasting': 388, 'eternal': 183}","{'intimate': 106, 'moderate': 493, 'strong': 305, 'enormous': 173}","{'female': 0, 'more female': 1, 'unisex': 19, 'more male': 37, 'male': 115}","{'way overpriced': 20, 'overpriced': 50, 'ok': 62, 'good value': 10, 'great value': 4}"
Peony & Blush Suede,Jo Malone London,for women,3.99,2185.0,"{'floral': 100.0, 'rose': 79.3518, 'fresh': 79.1874, 'leather': 55.0409, 'fruity': 52.8314, 'musky': 47.8863}",['Red Apple'],"['Peony', 'Rose', 'Jasmine', 'Carnation']",['Suede'],"{'very weak': 47, 'weak': 106, 'moderate': 227, 'long lasting': 125, 'eternal': 55}","{'intimate': 172, 'moderate': 327, 'strong': 150, 'enormous': 163}","{'female': 59, 'more female': 18, 'unisex': 8, 'more male': 0, 'male': 1}","{'way overpriced': 19, 'overpriced': 26, 'ok': 22, 'good value': 5, 'great value': 2}"
La Fille de Berlin,Serge Lutens,for women and men,4.03,3042.0,"{'rose': 100.0, 'fresh spicy': 57.6704, 'floral': 51.6839, 'aromatic': 44.0596}","['Rose', 'Geranium']",['Palmarosa'],"['Honey', 'Moss', 'Patchouli']","{'very weak': 32, 'weak': 88, 'moderate': 267, 'long lasting': 285, 'eternal': 107}","{'intimate': 157, 'moderate': 495, 'strong': 232, 'enormous': 214}","{'female': 49, 'more female': 36, 'unisex': 23, 'more male': 0, 'male': 1}","{'way overpriced': 6, 'overpriced': 21, 'ok': 57, 'good value': 7, 'great value': 0}"
Versace Pour Homme Oud Noir,Versace,for men,4.22,1438.0,"{'oud': 100.0, 'warm spicy': 97.309, 'woody': 73.6591, 'leather': 65.5745, 'fresh spicy': 65.1407, 'animalic': 44.7152}","['Black Pepper', 'Bitter Orange', 'Neroli']","['Saffron', 'Cardamom', 'Olibanum']","['Agarwood (Oud)', 'Patchouli', 'Leatherwood']","{'very weak': 69, 'weak': 95, 'moderate': 328, 'long lasting': 250, 'eternal': 88}","{'intimate': 173, 'moderate': 517, 'strong': 202, 'enormous': 193}","{'female': 0, 'more female': 0, 'unisex': 8, 'more male': 43, 'male': 87}","{'way overpriced': 3, 'overpriced': 11, 'ok': 58, 'good value': 51, 'great value': 5}"
Plum Japonais,Tom Ford,for women,4.36,2234.0,"{'warm spicy': 100.0, 'fruity': 95.3139, 'amber': 81.9712, 'sweet': 75.8387, 'oud': 72.2459, 'cinnamon': 64.0074, 'fresh spicy': 57.1501, 'vanilla': 55.583, 'floral': 55.583, 'woody': 53.7866}","['Cinnamon', 'Saffron']","['Japanese Plum', 'Plum Blossom', 'Immortelle', 'Camellia', 'Liquor', 'Cypress']","['Agarwood (Oud)', 'Amber', 'Benzoin', 'Fir', 'Vanilla']","{'very weak': 50, 'weak': 44, 'moderate': 148, 'long lasting': 273, 'eternal': 133}","{'intimate': 111, 'moderate': 344, 'strong': 308, 'enormous': 201}","{'female': 0, 'more female': 7, 'unisex': 68, 'more male': 19, 'male': 1}","{'way overpriced': 11, 'overpriced': 36, 'ok': 21, 'good value': 10, 'great value': 0}"
Jour d'Hermes,Hermès,for women,3.98,4366.0,"{'citrus': 100.0, 'white floral': 88.2078, 'green': 57.4268, 'floral': 47.364, 'aromatic': 47.1839, 'aquatic': 45.985, 'fresh': 44.3603}","['Grapefruit', 'Lemon', 'Watery Notes']","['White Flowers', 'Gardenia', 'Green Notes', 'Sweet Pea']","['Musk', 'Woody Notes']","{'very weak': 97, 'weak': 146, 'moderate': 507, 'long lasting': 321, 'eternal': 146}","{'intimate': 285, 'moderate': 702, 'strong': 314, 'enormous': 267}","{'female': 49, 'more female': 13, 'unisex': 10, 'more male': 0, 'male': 1}","{'way overpriced': 2, 'overpriced': 20, 'ok': 27, 'good value': 7, 'great value': 1}"
Bright Crystal Absolu,Versace,for women,3.89,2189.0,"{'floral': 100.0, 'fruity': 74.1118, 'sweet': 63.6213, 'woody': 61.8127, 'citrus': 61.6305, 'fresh': 61.1904, 'aquatic': 52.7313, 'rose': 51.9167, 'fresh spicy': 49.377, 'musky': 45.4813}","['Pomegranate', 'Yuzu', 'Water Notes']","['Peony', 'Raspberry', 'Lotus', 'Magnolia']","['Musk', 'Mahogany', 'Amber']","{'very weak': 55, 'weak': 74, 'moderate': 262, 'long lasting': 272, 'eternal': 104}","{'intimate': 132, 'moderate': 432, 'strong': 231, 'enormous': 161}","{'female': 82, 'more female': 6, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 17, 'ok': 48, 'good value': 10, 'great value': 5}"
